category_class	label	definition	synonyms	subsets	crossreferences	txgnn	medical_specialization	anatomical
MONDO:0020413	encircling double aortic arch	Encircling double aortic arch is a very rare congenital anomaly of the great arteries characterized by the presence of two aortic arches (right and left) which encircle and compress the trachea and esophagus, resulting in various respiratory and gastrointestinal symptoms (e.g. harsh breathing, stridor, dyspnea, cyanotic and choking episodes, chronic cough, recurrent respiratory tract infections, dysphagia and reflux). Esophageal atresia and tracheoesophageal fistula have also been reported. It usually occurs isolated, but, on occasion, may be associated with other congenital heart anomalies and chromosomal aberations.		mondo:gard_rare; mondo:rare; mondo:ordo_disorder; mondo:nord_rare; mondo:ordo_morphological_anomaly; mondo:orphanet_rare	GARD:19635; MEDGEN:1641325; NANDO:2200290; SCTID:764521002; Orphanet:99075; UMLS:C4706940	cardiovascular_disorder | congenital_heart_disease	cardiology | cardiothoracic	heart_disorder|vascular_disorder
MONDO:0023066	enchondromatosis dwarfism deafness					metabolic_disorder | genetic_disease	genetics_and_genomics | orthopaedic | otolaryngology | pediatric	bone_disorder | joint_disorder | ear_disorder | deafness
MONDO:0013840	encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome is a rare mitochondrial disease due to a defect in coenzyme Q10 biosynthesis that manifests with a broad spectrum of signs and symptoms which may include: neonatal lactic acidosis, global developmental delay, tonus disorder, seizures, reduced spontaneous movements, ventricular hypertrophy, bradycardia, renal tubular dysfunction with massive lactic acid excretion in urine, severe biochemical defect of respiratory chain complexes II/III when assayed together and deficiency of coenzyme Q10 in skeletal muscle. Cerebral and cerebellar atrophy can be seen on magnetic resonance imaging and multiple choroid plexus cysts and symmetrical hyperechoic signal alterations in basal ganglia have been observed on ultrasound.	coenzyme Q10 deficiency, primary, type 5	mondo:gard_rare; mondo:rare; mondo:orphanet_rare; mondo:otar; mondo:ordo_disorder; mondo:nord_rare	MEDGEN:766288; Orphanet:319678; DOID:0070242; OMIM:614654; GARD:17470; UMLS:C3553374	neurodegenerative_disease | metabolic_disorder | cardiovascular_disorder	neurology | pediatric | renal medicine	kidney_disorder | heart_disorder | brain_disorder
MONDO:0007539	encephalopathy, recurrent, of childhood		encephalopathy, recurrent, of childhood; encephalopathy recurrent of childhood	mondo:gard_rare; mondo:rare; mondo:ordo_disorder; mondo:nord_rare; mondo:orphanet_rare	MEDGEN:342069; UMLS:C1851708; GARD:3949; OMIM:130950; MESH:C536407; Orphanet:2672	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases	neurology | pediatric	brain_disorder|spinal_disorder
MONDO:0014968	encephalopathy, progressive, with amyotrophy and optic atrophy		PEAMO; encephalopathy, progressive, with amyotrophy and optic atrophy; PEAMO; encephalopathy, progressive, with amyotrophy and optic atrophy	mondo:otar	MEDGEN:934634; OMIM:617207; UMLS:C4310667	neurodegenerative_disease | metabolic_disorder	neurology|genetics_and_genomics|pediatric	brain_disorder | muscle_disorder | eye_disorder
MONDO:0032681	encephalopathy, progressive, early-onset, with episodic rhabdomyolysis			mondo:otar	OMIM:618331; MEDGEN:1682670; UMLS:C5193033	neurodegenerative_disease|metabolic_disorder|autoimmune_diseases	neurology | pediatric | genetics_and_genomics	brain_disorder | muscle_disorder | brain_disorder
MONDO:0020781	encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 1		NAD(P)HX epimerase deficiency	mondo:rare; mondo:nord_rare; mondo:gard_rare; mondo:orphanet_rare; mondo:ordo_disorder	OMIM:617186; MEDGEN:934642; UMLS:C4310675; Orphanet:555407; GARD:17991	neurodegenerative_disease | metabolic_disorder | inflammatory_disease	neurology | genetics_and_genomics	brain_disorder | brain_disorder | spinal_disorder
MONDO:0958224	encephalopathy, porphyria-related				OMIM:620704	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases | inflammatory_disease	neurology | genetics_and_genomics	brain_disorder | liver_disorder | porphyrin-related diseases often cause neurological symptoms so brain_disorder is more specific
MONDO:0060562	encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities		encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities		MEDGEN:1624694; OMIM:617668; UMLS:C4540052	metabolic_disorder|neurodegenerative_disease	neurology | pediatric	brain_disorder|neonatal_condition|liver_disorder
MONDO:0013726	encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1		lethal encephalopathy due to mitochondrial and peroxisomal fission defect; DNM1L-associated encephalopathy due to peroxisomal and mitochondrial fission defect; encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	mondo:gard_rare; mondo:ordo_subtype_of_a_disorder; mondo:rare; mondo:otar; mondo:nord_rare	Orphanet:330050; UMLS:C3280660; MEDGEN:482290; OMIM:614388; GARD:17509; DOID:0070347	neurodegenerative_disease | metabolic_disorder | encephalopathy	neurology|genetics_and_genomics|pediatric	brain_disorder | muscle_disorder | kidney_disorder | liver_disorder | other
MONDO:0009164	encephalopathy, axonal, with necrotizing myopathy, cardiomyopathy, and cataracts		encephalopathy, axonal, with necrotizing myopathy, cardiomyopathy, and cataracts		UMLS:C1856990; OMIM:225740; MESH:C565596; MEDGEN:341669	neurodegenerative_disease | cardiovascular_disorder	neurology | cardiology | ophthalmology	brain_disorder | muscle_disorder | heart_disorder | eye_disorder
MONDO:0019358	encephalopathy due to sulfite oxidase deficiency	Encephalopathy due to sulfite oxidase deficiency is a rare neurometabolic disorder characterized by seizures, progressive encephalopathy and lens dislocation.		mondo:ordo_disorder; mondo:otar; mondo:gard_rare; mondo:orphanet_rare; mondo:rare; mondo:nord_rare	Orphanet:833; GARD:16549; icd11.foundation:681037681; SCTID:715980003; MEDGEN:894927; UMLS:C4275019	neurodegenerative_disease | metabolic_disorder	neurology | genetics_and_genomics	brain_disorder|other
MONDO:0054865	encephalopathy due to mitochondrial and peroxisomal fission defect	A rare mitochondrial disease characterized by a variable phenotype comprising delayed psychomotor development or neurodevelopmental regression, hypotonia, seizures, microcephaly, optic atrophy, pyramidal signs, and peripheral neuropathy, among others. Age of onset and disease severity are also variable with some cases taking a fatal course in early infancy. Serum lactate levels may be elevated. Reported brain imaging findings include abnormal signals in the basal ganglia, cerebral and/or cerebellar atrophy, and white matter abnormalities.	encephalopathy due to mitochondrial and peroxisomal fission defect; encephalopathy due to defective mitochondrial and peroxisomal fission	mondo:rare; mondo:gard_rare; mondo:ordo_disorder; mondo:clingen; mondo:otar; mondo:orphanet_rare	UMLS:C5681458; OMIMPS:614388; GARD:22192; Orphanet:527276; MEDGEN:1814479	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | neurology	brain_disorder|muscle_disorder
MONDO:0009372	encephalopathy due to hydroxykynureninuria	Encephalopathy due to hydroxykynureninuria is characterized by psychomotor retardation and nonprogressive encephalopathy associated with urinary excretion of large amounts of kynurenine, 3-hydroxykynurenine, and xanthurenic acid. It has been described in less than 30 patients. Other manifestations may include muscular hypertonia, headaches and stereotyped gestures. This disorder is transmitted as an autosomal recessive trait. It is caused by a defect in kynureninase, an enzyme of the tryptophane catabolic pathway.	kynureninase deficiency; Xanthurenic aciduria	mondo:nord_rare; mondo:gard_rare; mondo:orphanet_rare; mondo:rare; mondo:ordo_disorder; mondo:otar	ICD9:270.2; SCTID:72945002; GARD:10039; DOID:0112257; UMLS:C0268474; MESH:C536081; icd11.foundation:1145853843; OMIM:236800; Orphanet:79155; MEDGEN:78681	neurodegenerative_disease|metabolic_disorder	neurology | genetics_and_genomics	brain_disorder | kidney_disorder
MONDO:0014905	encephalopathy due to defective mitochondrial and peroxisomal fission 2		encephalopathy due to defective mitochondrial and peroxisomal fission 2; EMPF2; MFF-associated encephalopathy due to peroxisomal and mitochondrial fission defect; Leigh-like basal ganglia disease-optic atrophy-peripheral neuropathy syndrome; encephalopathy due to defective mitochondrial and peroxisomal fission type 2	mondo:gard_rare; mondo:rare; mondo:ordo_malformation_syndrome; mondo:nord_rare; mondo:ordo_subtype_of_a_disorder	GARD:17881; MEDGEN:934693; UMLS:C4310726; OMIM:617086; Orphanet:485421	metabolic_disorder | neurodegenerative_disease | encephalopathy	neurology | genetics_and_genomics	brain_disorder | muscle_disorder
MONDO:0009585	encephalopathy due to beta-mercaptolactate-cysteine disulfiduria		Ampola syndrome; 3-mercaptopyruvate sulfurtransferase deficiency	mondo:rare; mondo:gard_rare; mondo:orphanet_rare; mondo:otar; mondo:clingen; mondo:ordo_disorder; mondo:nord_rare	MEDGEN:208661; Orphanet:1035; GARD:654; OMIM:249650; UMLS:C0796055; MESH:C563085	neurodegenerative_disease | metabolic_disorder	neurology | genetics_and_genomics	brain_disorder|spinal_disorder
MONDO:0011724	encephalopathy due to GLUT1 deficiency	Glucose transporter type 1 (GLUT1) deficiency syndrome is characterized by an encephalopathy marked by childhood epilepsy that is refractory to treatment, deceleration of cranial growth leading to microcephaly, psychomotor retardation, spasticity, ataxia, dysarthria and other paroxysmal neurological phenomena often occurring before meals. Symptoms appear between the age of 1 and 4 months, following a normal birth and gestation.	encephalopathy due to GLUT1 deficiency; GLUT1-DS; glucose transporter type 1 deficiency; De Vivo disease; Glucose Transporter Type 1 Deficiency Syndrome; GLUT1 deficiency syndrome type 1; glut-1 deficiency syndrome; GLUT1 deficiency syndrome 1, infantile onset, severe	mondo:orphanet_rare; mondo:otar; mondo:nord_rare; mondo:rare; mondo:ordo_disorder; mondo:gard_rare	DOID:0070561; NANDO:2200545; GARD:9265; icd11.foundation:1231079185; Orphanet:71277; NORD:1188; MEDGEN:1645412; UMLS:C4551966; OMIM:606777; NANDO:1200799; MESH:C536830	neurodegenerative_disease | metabolic_disorder	neurology | genetics_and_genomics | pediatric	brain_disorder | spinal_disorder | other
MONDO:0013793	encephalomyopathy, mitochondrial, due to voltage-dependent anion channel deficiency		encephalomyopathy, mitochondrial, due to voltage-dependent anion channel deficiency		OMIM:614520; MEDGEN:482736; UMLS:C3281106	neurodegenerative_disease | metabolic_disorder | mitochondrial_diseases (not found in list; closest match: metabolic_disorder) -> metabolic_disorder	neurology | genetics_and_genomics | mitochondrial diseases typically fall under these categories but as it is due to voltage dependent anion channel deficiency then genetics and genomics might be more accurate.	muscle_disorder|brain_disorder
MONDO:0009163	encephalomalacia, multilocular		encephalomalacia, multilocular		UMLS:C1856991; MEDGEN:341670; OMIM:225700; MESH:C565597	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | pediatric	brain_disorder | spinal_disorder
MONDO:0013074	encephalocraniocutaneous lipomatosis	A rare neoplastic syndrome characterized by the presence of unilateral lipomas of the cranium, face and neck, and ipsilateral cerebral malformations.	encephalocraniocutaneous lipomatosis, somatic mosaic; Fishman syndrome; Haberland syndrome; ECCL; encephalocraniocutaneous lipomatosis	mondo:nord_rare; mondo:gard_rare; mondo:ordo_disorder; mondo:otar; mondo:orphanet_rare; mondo:rare	MESH:C535736; ICD9:757.8; SCTID:238905009; Orphanet:2396; GARD:2108; UMLS:C0406612; OMIM:613001; MEDGEN:140807; NCIT:C4701; icd11.foundation:1084215843	neurodegenerative_disease | cancer	neurology | dermatology | genetics_and_genomics	brain_disorder | skin_disorder | muscle_disorder
MONDO:0023062	encephalocele anencephaly			mondo:obsoletion_candidate		neurodegenerative_disease | birth_defect | developmental_disorder	neurology|pediatric	brain_disorder|spinal_disorder
MONDO:0005743	encephalitozoonosis	Infection with fungi of the genus encephalitozoon. Lesions commonly occur in the brain and kidney tubules. Other sites of infection in mammals are the liver; adrenal glands; optic nerves; retina; and myocardium.	infection by Encephalitozoon	mondo:rare; mondo:otar; mondo:nord_rare; mondo:gard_rare	SCTID:12825006; MEDGEN:39043; DOID:4270; UMLS:C0085412; ICD9:136.8; MESH:D016890; EFO:0007250	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology | parasitology	brain_disorder | immune_disorder | lymphatic_disorder | kidney_disorder
MONDO:0020853	encephalitis/encephalopathy, mild, with reversible myelin vacuolization		encephalitis/encephalopathy, mild, with reversible myelin vacuolization; Encephalitis/encephalopathy, mild, with reversible splenial lesion; MMERV	mondo:otar	MEDGEN:1648328; UMLS:C4722446; OMIM:618113	inflammatory_disease | neurodegenerative_disease	neurology|pediatric	brain_disorder | encephalopathy
MONDO:0957561	encephalitis, acute, infection-induced, susceptibility to, 12				OMIM:620461; MEDGEN:1846830; UMLS:C5882673	autoimmune_diseases|inflammatory_disease|neurodegenerative_disease	neurology | pediatric | infection-induced susceptibility to	brain_disorder | immune_disorder | susceptibility_to
MONDO:0019384	encephalitis lethargica	A form of encephalitis, the etiology of which is uncertain, that is characterized by lethargy and headache.	von Economo's disease; lethargic encephalitis; Von Economo encephalitis; von Economo disease; epidemic encephalitis; encephalitis lethargica	mondo:historic_epidemic; mondo:ordo_disorder; mondo:nord_rare; mondo:rare; mondo:gard_rare; mondo:orphanet_rare	DOID:5225; SCTID:186499007; GARD:6332; NCIT:C26761; ICD9:049.8; NCIT:C34576; icd11.foundation:1777779617; UMLS:C0014040; MedDRA:10052369; Orphanet:83600; MEDGEN:4028	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	neurology|pediatric	brain_disorder | spinal_disorder
MONDO:0002587	encapsulated thymoma	A thymoma that is confined within the capsule and may display benign or malignant morphologic characteristics.	encapsulated thymoma	mondo:gard_rare; mondo:rare	NCIT:C7386; UMLS:C1333383; MEDGEN:232452; DOID:3278	cancer | autoimmune_diseases	oncology | hematology	immune_disorder|lymphatic_disorder
